query_label	positive_label	negatives_label
Sequins & Glitter	Ribbons & Trim	['Kitchen & Dining Benches', 'Video Players & Recorders', 'Airsoft Gun Batteries', 'Food Gift Baskets', 'Costume Hats', 'Camping & Hiking', 'Portable Game Console Accessories', 'Kickboards', 'Ceiling Light Fixtures', 'Armoires & Wardrobes']
Ribbons & Trim	Sew-in Labels	['Puffed Rice Cakes', 'Belts', 'Studio Lighting Controls', 'American Football Toys', 'Game Controllers', 'Fruits & Vegetables', 'Stains', 'Table Shuffleboard', 'Disposable Serveware', 'Computer Software']
Sequins & Glitter	Sew-in Labels	['Guavas', 'Tool Accessories', 'Rewinders', 'Live Animals', 'American Football Kicking Tees & Holders', 'Lacrosse Mesh & String', 'Flat Mineral Water', 'Cupcakes', 'Cricket Bat Grips', 'Food, Beverages & Tobacco']
Filling Pellets	Batting & Stuffing	['Fruit Sauces', 'Artificial Food', 'Figurines', 'Indoor & Outdoor Plants', 'Mulch', 'Eye Pillows', 'Rocking & Spring Riding Toys', 'Motor Vehicle Rims & Wheels', 'Camera Battery Chargers', 'Motor Vehicle Wheel Parts']
Filling Pellets	Batting & Stuffing	['Mayonnaise', 'Elliptical Trainers', 'Motherboards', 'Computer Power Supplies', 'Toners', 'Squeegees', 'Barrettes', 'Table Shuffleboard Pucks', 'Toy Playsets', 'Portafilters']
Batting & Stuffing	Pillow Forms	['Barware', 'Paddles & Oars', 'Bicycle Covers', 'Tablecloths', 'Magnet Toys', 'Cover Scents & Scent Attractants', 'Bow & Crossbow Accessories', 'Tripods & Monopods', 'Dates', 'Crib & Toddler Bed Accessories']
Batting & Stuffing	Pillow Forms	['Snowboard Boots', 'Water Heater Elements', 'Motor Vehicle Mirrors', 'Retouching Equipment & Supplies', 'Capacitors', 'Binder Accessories', 'Disposable Cameras', 'Cosmetics', 'Luggage & Bags', 'Sapote']
Pillow Forms	Filling Pellets	['Horse Vitamins & Supplements', 'Vehicle Hydraulic Clutch Fluid', 'Foam Rollers', 'Spears', 'Power Tool Combo Sets', 'Horse Tack Accessories', 'Portable Showers & Privacy Enclosures', 'Vehicle Cooling System Additives', 'Finials', 'TV Replacement Lamps']
Filling Pellets	Pillow Forms	['Construction Calculators', 'Serving Pitchers & Carafes', 'Slipper Chairs', 'Solder & Flux', 'Faucets', 'Fondue Pots & Sets', 'Cuffs', 'Earplug Dispensers', 'Vehicle Soft Tops', 'Vehicle Fuel System Cleaners']
Papier Mache Mixes	Clay & Modeling Dough	['Battery Charge Controllers', 'Bird Supplies', 'Denture Repair Kits', 'Toothbrush Accessories', 'Bar Soap', 'Nap Mats', 'Graphics Tablets', 'Traditional Clothing Accessories', 'Vodka', 'Cigar Cutters & Punches']
Clay & Modeling Dough	Plaster Gauze	['Food Service Carts', 'Ping Pong Paddle Accessories', 'Projector Mounts', 'Microscope Cameras', 'Vehicle Carpet & Upholstery Cleaners', 'Fixture Plates', 'Cotton Swabs', 'Security Uniforms', 'Inline & Roller Skating Protective Gear', 'Non-Dairy Milk']
Clay & Modeling Dough	Pottery Slips	['Fuel Cells', 'Boxing Gloves & Mitts', 'Outdoor Umbrella Covers', 'Bingo Sets', 'Cooking & Baking Ingredients', 'Toilet Brushes & Holders', 'Work Safety Tethers', 'Snorkels', 'Speed Radars', 'Archery Armguards']
Plaster Gauze	Papier Mache Mixes	['Rebar Cutters', 'Binder Paper', 'Policy Signs', 'Brush Mower Attachments', 'Pillowcases & Shams', 'Saddle Racks', 'Band Saw Accessories', 'Anemometers', 'Play Yards', 'Dried Fruits']
Pottery Slips	Papier Mache Mixes	['Mobile Phone Jammers', 'Catchers Equipment Sets', 'Billiard Cues & Bridges', 'Fishing Rod Holders & Storage Racks', 'Chopstick Accessories', 'Vehicle Service Manuals', 'Dock Cleats', 'Roller Skates', 'Outdoor Grill Racks & Toppers', 'Memory Cases']
Pottery Slips	Plaster Gauze	['Food Storage', 'Belay Devices', 'Cookie Presses', 'Extension Cord Accessories', 'Practice Nets & Screens', 'Keyboards', 'Tanning Products', 'Food Coloring', 'Body Wash', 'Pricing Guns']
Plaster Gauze	Clay & Modeling Dough	['Motor Vehicle Braking', 'Motor Vehicle Body Paint', 'Hairdressing Capes & Neck Covers', 'Supports & Braces', 'Vehicle Door Locks & Locking Systems', 'Cheese Dips & Spreads', 'Printer Memory', 'Nutritional Food Purées', 'Camera Battery Chargers', 'Air Conditioner Accessories']
Pottery Slips	Papier Mache Mixes	['Shampoo & Conditioner Sets', 'Desk Organizers', 'Work Safety Harnesses', 'Motorcycle Protective Gear', 'Haori Jackets', 'Fishing Reels', 'Garage Door Keypads & Remotes', 'Crossovers', 'Bicycle Helmet Parts & Accessories', 'Hair Loss Treatments']
Fabric	Crafting Canvas	['Billiard Table Covers', 'Inline Skates', 'Clock Parts', 'Power Trowels', 'Storage & Data Transfer Cables', 'Door Stops', 'Bows & Crossbows', 'Crayons', 'Pretend Professions & Role Playing', 'Coffee Filters']
Interfacing	Crafting Canvas	['Hard Cider', 'Vehicle Emblems & Hood Ornaments', 'Food Dehydrator Accessories', 'Tofu, Soy & Vegetarian Products', 'Ring Pillows & Holders', 'Outdoor Recreation', 'Vaulting Poles', 'Scan Converters', 'Cream Cheese', 'Electrician Fish Tape']
Crafting Canvas	Printable Fabric	['Boxing & Martial Arts Headgear', 'Humidistats', 'Motor Vehicle Wheel Systems', 'Watering Cans', 'Keychains', 'Paintball Hoppers', 'Travel Pillows', 'Vehicle Dashboard Accessories', 'Paintball & Airsoft', 'Spurs']
Interfacing	Fabric	['Bicycle Brake Rotors', 'TV Replacement Lamps', 'Motorcycle Chest & Back Protectors', 'Gloves & Mittens', 'Surgical Gowns', 'Kitchen Appliance Accessories', 'Toys & Games', 'Athletic Cups', 'Lens Bags', 'Pasta Sauce']
Fabric	Printable Fabric	['Plumbing', 'Wall Jacks & Braces', 'Erasers', 'Watering & Irrigation', 'Locks & Latches', 'Lip Makeup', 'Electrical Testing Tool Accessories', 'Baby Safety Harnesses & Leashes', 'Office Supplies', 'Bitters']
Interfacing	Printable Fabric	['Garden Pot Saucers & Trays', 'Absinthe', 'Kitchen Organizers', 'Billiard Cues & Bridges', 'Bed Pans', 'Pies & Tarts', 'Shipping Tags', 'Aquatic Plants', 'Portfolios', 'Reading Toys']
Interfacing	Crafting Canvas	['Outdoor Play Equipment', 'Grout', 'Bicycle Transport Bags & Cases', 'Wagons', 'Tools', 'Costume Accessory Sets', 'Karaoke Chips', 'Bus Tubs', 'Drop Cloths', 'Ski & Snowboard Goggles']
Printable Fabric	Fabric	['Laptop Replacement Speakers', 'Denture Adhesives', 'Pears', 'Deck Shuffleboard', 'Baby & Toddler Dresses', 'Ping Pong Tables', 'Freezer Accessories', 'Discus', 'Surfboard Cases & Bags', 'Indoor Climbing Holds']
Palettes	Palette Knives	['Gardening Totes', 'Surgical Needles & Sutures', 'Vehicle Air Fresheners', 'Atemoyas', 'Kitchen & Dining Furniture Sets', 'Contact Lenses', 'Soldering Iron Accessories', 'Jewelry Steam Cleaners', 'Cricket Balls', 'Toy Parachutes']
Palettes	Palette Knives	['Snowshoe Bindings', 'Room Dividers', 'Mailbox Flags', 'Plumbing Hoses & Supply Lines', 'Kitesurfing', 'Hanging Chair Replacement Parts', 'Educational Flash Cards', 'Pots & Planters', 'Skateboarding Protective Gear', 'Bicycle Tire Valve Caps']
Palettes	Palette Knives	['Chemicals', 'Amaranth', 'Garden Hose Fittings & Valves', 'Fire Alarms', 'Off-Road & All-Terrain Vehicle Protective Gear', 'Wakeboarding', 'Tape Measures', 'Camera & Video Camera Lenses', 'Filters & Screens', 'PDAs']
Palette Knives	Palettes	['Baby & Toddler Swimwear', 'Pet Training Aids', 'Toilet & Bidet Accessories', 'Motor Vehicle Speakerphones', 'Wall Shelves & Ledges', 'Medicine & Drugs', 'Vehicle Shift Knobs', 'Wheat', 'Multifunction Power Tools', 'Traffic Cones & Barrels']
Art Brushes	Brayer Rollers	['Flag & Windsock Pole Mounting Hardware & Kits', 'Motorcycle Alarms & Locks', 'Hardhats', 'Baking Flavors & Extracts', 'Baby & Toddler Dresses', 'Ski Bindings', 'Sleepwear & Loungewear', 'Balaclavas', 'Camera Remote Controls', 'Fence Panels']
Decorative Stamps	Art Brushes	['Lacrosse Training Aids', 'Coffee', 'Double Boilers', 'Medicine Cabinets', 'Otoscopes & Ophthalmoscopes', 'Electric & Power Showers', 'Portfolios', 'Replacement Shelves', 'Band Saw Accessories', 'Pickleball']
Art Brushes	Textile Art Gauges & Rulers	['Toy Abacuses', 'Ceiling Fans', 'Microscope Accessories', 'Sink Accessories', 'Air Hockey Tables', 'Bicycle Saddles', 'Wine & Liquor Cabinets', 'Shoes', 'Power Tillers & Cultivators', 'Cabinet Knobs & Handles']
Art Brushes	Wood Burning Tools	['Frozen Drink Makers', 'Hot Sauce', 'Action & Toy Figures', 'Nuts & Bolts', 'Syrup', 'Swaddling & Receiving Blankets', 'Vehicle Soft Tops', 'Aquarium Decor', 'Well Supplies', 'Moving & Soundproofing Blankets & Covers']
Brayer Rollers	Decorative Stamps	['Push & Pedal Riding Vehicles', 'Electric Knives', 'Grass Edgers', 'Pastry Blenders', 'Tripod Handles', 'Hunting & Shooting', 'Flip Coins & Discs', 'French Presses', 'Sprinkler Controls', 'Athletic Cups']
Drafting Compasses	Brayer Rollers	['Sesame Sticks', 'Outdoor Umbrella & Sunshade Fabric', 'Snow Blowers', 'Bicycle Skinsuits', 'Bicycle Cranks', 'Thermal Optic Accessories', 'Kerosene', 'Live Bait', 'Breadmakers', 'Cigar Cutters & Punches']
Brayer Rollers	Wood Burning Tools	['Skorts', 'Flatware Chests', 'Airsoft Gun Parts & Accessories', 'Urinary Tract Infection Tests', 'Bird Cage Bird Baths', 'Waste Container Labels & Signs', 'Slotted Spoons', 'Door Mats', 'Vehicle Waxes, Polishes & Protectants', 'Martial Arts Weapons']
Decorative Stamps	Drafting Compasses	['Snoring & Sleep Apnea Aids', 'Ice Cream Maker Freezer Bowls', 'Mattock & Pickaxe Handles', 'Fuel', 'Disease Control', 'Hand Dryers', 'Skillets & Frying Pans', 'Surfing', 'Air Fresheners', 'Outdoor Tables']
Screen Printing Squeegees	Decorative Stamps	['Homely Fruits', 'Carabiners', 'Fencing Weapons', 'Breast Petals & Concealers', 'Soups & Broths', 'Baking Peels', 'Darkroom Easels', 'Fire Alarm Control Panels', 'Aquarium Temperature Controllers', 'Hot Chocolate']
Drafting Compasses	Screen Printing Squeegees	['Bicycle Parts', 'Satay Sauce', 'Manicure Glue', 'Chair & Sofa Supports', 'Air Hammer Accessories', 'Stone Fruits', 'Bicycle Pedals', 'Knee-Length Skirts', 'Ice Skate Blades', 'Calendars, Organizers & Planners']
Drafting Compasses	Stencil Machines	['Taps & Dies', 'Necklaces', 'Stuffed Animals', 'Wedding Ceremony Supplies', 'Kite Buggying', 'Memory Card Adapters', 'Zero Client Computers', 'Power Adapter & Charger Accessories', 'Surfboard Wax', 'Baby Toys & Activity Equipment']
Screen Printing Squeegees	Stencil Machines	['Toilet Tank Levers', 'Golf Training Aids', 'Washing Machine Cleaners', 'Spice Organizers', 'Loquats', 'Body Oil', 'Soccer Balls', 'Eyewear Accessories', 'Bowling Wrist Supports', 'Bicycle Tire Valve Caps']
Stencils & Die Cuts	Screen Printing Squeegees	['Fresh & Frozen Vegetables', 'Accessibility Equipment', 'Bedroom Furniture Sets', 'Door Knobs & Handles', 'Urinary Tract Infection Tests', 'Wood Stoves', 'Pet Door Accessories', 'Tanning Products', 'Pencil Lead & Refills', 'Tent Poles & Stakes']
Stencils & Die Cuts	Stencil Machines	['Soursops', 'Water Filter Housings', 'Humidistats', 'Mailbox Enclosures', 'Medical Alarm Systems', 'Bed Pans', 'Fragrance Oil', 'Pest Control', 'Starter Cultures', 'Eyebrow Stencils']
Stencil Machines	Stitch Markers & Counters	['Cake Servers', 'Dog Diaper Pads & Liners', 'Shaving & Grooming', 'Motorcycle Gloves', 'Altimeters', 'Motor Vehicle Suspension Parts', 'Measuring Tools & Sensors', 'Stopwatches', 'Popcorn', 'Erotic Food & Edibles']
Stencils & Die Cuts	Stitch Markers & Counters	['Skin Care Rollers', 'Watercraft Pistons & Parts', 'Channel Knives', 'Landscape Fabric Accessories', 'Gesture Control Input Devices', 'Lip Makeup', 'Shot Puts', 'Mobile Phone Pre-Paid Cards', 'Keyboard Protectors', 'Softball Bats']
Textile Art Gauges & Rulers	Stencils & Die Cuts	['Hole Punches', 'Shot Glasses', 'Lacrosse Sticks', 'Wash Bottles', 'Power Outlets & Sockets', 'Septic Tank & Cesspool Treatments', 'Vehicle Safety Equipment', 'Computers', 'American Football Helmet Visors', 'Fishing Bait & Chum Containers']
Textile Art Gauges & Rulers	Stitch Markers & Counters	['Print Servers', 'Fabric Shavers', 'Film & Television', 'Paper Joggers', 'Laminating Film, Pouches & Sheets', 'Pool Sweeps & Vacuums', 'Pacifiers & Teethers', 'Networking', 'Jacks & Lift Trucks', 'Electronics']
Stitch Markers & Counters	Wood Burning Tools	['Basketball Hoops', 'False Eyelash Applicators', 'Freezers', 'Circuit Decoders & Encoders', 'Vehicle Dashboard Accessories', 'Transcribers & Dictation Systems', 'Activity Monitor Accessories', 'Disc Golf', 'Dissection Kits', 'Lacrosse Stick Shafts']
Wood Burning Tools	Textile Art Gauges & Rulers	['Bicycle Child Seat Accessories', 'Billiard Tables', 'Ping Pong Paddle Accessories', 'Converters', 'Pressure Washers', 'Car Wash Brushes', 'Dive Computers', 'Bird Baths', 'Couscous', 'Piercing & Tattooing']
Crochet Hooks	Hand-Sewing Needles	['Rinse Aids', 'Art & Drafting Tables', 'Dog Houses', 'Virtual Currency', 'Educational Flash Cards', 'Surgical Tables', 'Network Software', 'Doilies', 'Business Hour Signs', 'Electrical Muscle Stimulators']
Knitting Needles	Crochet Hooks	['Toilets', 'Vegetable Mixes', 'Bicycle Handlebars', 'Stadium Seats & Cushions', 'Gas Masks & Respirators', 'Stirrups', 'Pumice Stones', 'Roller Skate Parts', 'Humidifier Accessories', 'Bicycle Spokes']
Latch & Locker Hooks	Crochet Hooks	['Executive Toys', 'Vision Care', 'Laptop Replacement Screens', 'Muffins', 'Anchor Chains', 'Billiard Table Parts & Accessories', 'Network Storage Systems', 'Power Strips & Surge Suppressors', 'Baby & Toddler Hats', 'Bath Brushes']
Crochet Hooks	Sewing Machine Needles	['Wooden Blocks', 'Reciprocating Saws', 'Fruit Toppings', 'Costumes', 'Gun Lights', 'Canopies & Gazebos', 'Landscape Fabric', 'Pet Hair Clippers & Trimmers', 'Dry Cleaning Kits', 'Baby Toys & Activity Equipment']
Hand-Sewing Needles	Knitting Needles	['Cactus Pears', 'Copystands', 'Tamarillos', 'Haori Jackets', 'Beverage Chilling Cubes & Sticks', 'Freezer Accessories', 'Barometers', 'Pretzel Makers', 'Binding Supplies', 'Table Shuffleboard Powder']
Latch & Locker Hooks	Hand-Sewing Needles	"['Bicycle Rim Strips', ""Chef's Pants"", 'American Footballs', 'Marking Tools', 'Toy Weapons & Gadgets', 'Paintballs', 'Baby & Toddler Outerwear', 'Camera Body Replacement Panels & Doors', 'Network Bridges', 'Bicycle Brake Parts']"
Sewing Machine Needles	Hand-Sewing Needles	['Hospital Curtains', 'Pastry Cloths', 'Tattooing Needles', 'Bicycle Derailleurs', 'Vehicle Safety & Security', 'Monofins', 'Darkroom Sinks', 'Hand Tool Sets', 'Soups & Broths', 'Scrub Brushes']
Latch & Locker Hooks	Knitting Needles	['Medical Masks', 'Kitchen Organizers', 'Sump, Sewage & Effluent Pumps', 'Dictionary & Translation Software', 'Ovens', 'Pipe Adapters & Bushings', 'Tables', 'Laboratory Blenders', 'Inflatable Bouncers', 'Cricket']
Sewing Machine Needles	Knitting Needles	['Backpacks', 'Bagels', 'Welding Accessories', 'Medical Needles & Syringes', '3D Printers', 'Steam Table Accessories', 'Wax Paper', 'Medicated Lip Treatments', 'Basketball Hoops', 'Radio Scanners']
Latch & Locker Hooks	Sewing Machine Needles	['Shadow Boxes', 'Canned & Prepared Beans', 'Sandpaper & Sanding Sponges', 'Graphics Tablets', 'Medicine Cabinets', 'Mosquito Nets & Insect Screens', 'Tahini', 'Flash Reflectors', 'Flowers', 'Foosball Balls']
Hand Looms	Felting Needles & Machines	['Snowboard Binding Parts', 'Corkscrews', 'Rings', 'Deodorant', 'Hula Hoops', 'Pet Containment Systems', 'Obi Accessories', 'Weight Lifting Machines & Racks', 'Paintball', 'Thin & Zero Clients']
Mechanical Looms	Felting Needles & Machines	['Wall & Ceiling Tile', 'Badminton Nets', 'Exercise & Fitness Equipment Manuals', 'Motor Vehicle Window Parts & Accessories', 'Climbing Crash Pads', 'Luggage Racks & Stands', 'Newspapers', 'Sorting & Stacking Toys', 'Bottle Caps', 'Shawls']
Felting Needles & Machines	Sewing Machines	['Massage Oil', 'Breast Enhancing Inserts', 'Unflavored Carbonated Water', 'Foosball', 'Speaker Stands & Mounts', 'Vaporizers', 'Wedge Tools', 'Weight Lifting Machines & Racks', 'Hair Steamers & Heat Caps', 'Toy Cars']
Felting Needles & Machines	Spinning Wheels	['Billiard Tables', 'Sanders', 'Masonry Tools', 'Pedicure Chairs', 'Paella Pans', 'Kite Line Reels & Winders', 'Utility Buckles', 'Steam Presses', 'Body Makeup', 'Display Mannequins']
Hand Looms	Mechanical Looms	['Food Service Baskets', 'Nutrition Gels & Chews', 'Lens Hoods', 'Aquatic Plant Fertilizers', 'Anode Rods', 'Parking Signs & Permits', 'Bicycle Shock Pumps', 'Art & Drawing Toys', 'Microscope Replacement Bulbs', 'Hearing Aids']
Hand Looms	Sewing Machines	['Duct Heaters', 'Office Mats', 'Soccer Corner Flags', 'Headwear', 'Tennis Balls', 'Activewear', 'Body Weight Scale Accessories', 'Screwdrivers', 'Networking', 'Bedroom Vanities']
Hand Looms	Spinning Wheels	['LED Signs', 'Solder & Flux', 'Vitamins & Supplements', 'Beverage Tubs & Chillers', 'Pet Odor & Stain Removers', 'Pet Bed Accessories', 'Golf Balls', 'Sound Editing Software', 'Sit-Down Hydrofoils', 'Bicycle Brake Levers']
Sewing Machines	Mechanical Looms	['Studio Stand & Mount Accessories', 'Video Transmitters', 'Condiments & Sauces', 'Household Cleaning Products', 'Aftershave', 'Tricycle Accessories', 'GPS Accessories', 'DJ CD Players', 'Play Yards', 'Frozen Desserts & Novelties']
Spinning Wheels	Mechanical Looms	['Lighting Timers', 'Foam Roller Storage Bags', 'Whole Eggs', 'Equestrian', 'Climbing Chalk Bags', 'Medical Alarm Systems', 'Flash Memory Cards', 'Mascara', 'Golf Carts', 'Shoe Scrapers']
Sewing Machines	Spinning Wheels	['Pipe & Tube Cleaners', 'Molding', 'Vital Signs Monitors', 'Fabric Softeners & Dryer Sheets', 'Corn Syrup', 'Hunting & Wildlife Calls', 'Inductors', 'Mirrors', 'Magazines & Newspapers', 'Home Fragrance Accessories']
Sewing Palms	Thimbles	['Travel Bottles & Containers', 'Equestrian', 'Kumquats', 'Bedroom Furniture Sets', 'Hockey Shin Guards & Leg Pads', 'Hatches', 'Locks & Keys', 'Document Templates', 'Mounting Boards', 'Manicure Tool Sets']
Thimbles	Sewing Palms	['Shoe Polishers', 'Animal & Pet Repellents', 'Compactors', 'Furnaces & Boilers', 'Lawn Games', 'Unflavored Carbonated Water', 'Lacrosse Balls', 'Foot Files', 'Indoor Climbing Holds', 'Vehicle Fuel System Cleaners']
Thimbles	Sewing Palms	['E-Book Reader Accessories', 'Utility Carts', 'Erotic', 'Double Boilers', 'Food Cookers & Steamers', 'Garage Doors', 'Massagers', 'Pretend Lawn & Garden', 'Industrial Storage Accessories', 'Art Charcoals']
Sewing Palms	Thimbles	['Window Treatments', 'Hair Care', 'Extension Cord Accessories', 'Film Cameras', 'Messenger Bags', 'Bookcases & Standing Shelves', 'Fishing Traps', 'Portable Cooking Stoves', 'Water Skiing', 'Hair Dryer Accessories']
Fiber Cards & Brushes	Hand Spindles	['Pet Bowl Stands', 'Shoe Covers', 'Water Sport Board Storage Racks', 'Report Covers', 'Seeds', 'Tent Footprints', 'Kitchen Knives', 'KVM Switches', 'Tanning Oil & Lotion', 'First Aid Kits']
Needle Threaders	Fiber Cards & Brushes	['Telescopes', 'Japanese Traditional Dolls', 'Vitamins & Supplements', 'Pet Leash Extensions', 'Insoles & Inserts', 'Hiking Pole Accessories', 'Canned & Dry Milk', 'Poker Chips & Sets', 'Bellows', 'Piercing & Tattooing']
Weaving Beaters	Fiber Cards & Brushes	['Cultivating Tools', 'Tattooing Supplies', 'Ponytail Holders', 'Paper Joggers', 'Media', 'Packing Tape', 'Choy Sum', 'Drying Racks & Hangers', 'Stock Pots', 'Cabinet Knobs & Handles']
Fiber Cards & Brushes	Weaving Shuttles	['Skorts', 'Business & Home Security', 'Channel Strips', 'Pasta & Noodles', 'Wine & Liquor Cabinets', 'Emergency Road Flares', 'Compilers & Programming Tools', 'Laundry Balls', 'Remote Control Planes', 'Fertility Tests & Monitors']
Hand Spindles	Needle Threaders	['Dart Shafts', 'Dog Houses', 'Wedding Ceremony Supplies', 'Sour Cream', 'Soldering Irons', 'Bicycle Headset Bearings', 'Kitchen Scrapers', 'Jacks & Lift Trucks', 'Windsurfing', 'Camera Stabilizers & Supports']
Thread & Yarn Guides	Hand Spindles	['Toy Kitchens & Play Food', 'Paddles & Oars', 'Wine Fridge Accessories', 'Wallet Chains', 'Vehicle Hitch Covers', 'Popcorn Makers', 'Bed & Bed Frame Accessories', 'Baby & Toddler Clothing', 'Gai Choy', 'Body Jewelry']
Weaving Shuttles	Hand Spindles	['Audio Amplifiers', 'Mattress Foundations', 'CD Players & Recorders', 'Sprinkler Valves', 'Stirrups', 'Cheese', 'Magnetic Sweepers', 'Fishing Traps', 'Binding Combs & Spines', 'Computer Components']
Thread & Yarn Guides	Needle Threaders	['Shochu & Soju', 'Baby Stroller Accessories', 'Avalanche Probes', 'Socks', 'Moisture Meters', 'Cotton Candy Machines', 'Countertop & Toaster Ovens', 'Piercing Supplies', 'Small Animal Treats', 'Bitters']
Thread & Yarn Spools	Needle Threaders	['Fruit Flavored Drinks', 'Garden Hoses', 'Vehicle License Plate Frames', 'Cloth Napkins', 'Measuring Cups & Spoons', 'Pitahayas', 'Cookies', 'Home Fragrance Accessories', 'Field Hockey & Lacrosse Pads', 'Bicycle Tires']
Thread & Yarn Guides	Thread & Yarn Spools	['Gear Ties', 'Stylus Pen Nibs & Refills', 'Lacrosse Mesh & String', 'Chemical Hand Warmers', 'Coffee Filter Baskets', 'Clothing & Closet Storage', 'Cabinet Hardware', 'Billiard Cue Cases', 'Channel Knives', 'Cooling Racks']
Thread & Yarn Guides	Thread, Yarn & Bobbin Winders	['Pet ID Tags', 'Bicycle Transport Bags & Cases', 'Pneumatic Drills', 'Boat Storage Racks', 'Handrails & Railing Systems', 'Beverage Dispensers', 'Baby Walkers & Entertainers', 'Swim Goggle & Mask Accessories', 'Step Stools', 'Funnels']
Thread & Yarn Spools	Thread, Yarn & Bobbin Winders	['Home Appliance Pumps', 'Generator Accessories', 'Bicycle Handlebars', 'Cricket Uniforms', 'Window Treatment Accessories', 'Medical Carts', 'Sport Safety Lights & Reflectors', 'Darkroom Sinks', 'Camera Battery Chargers', 'Body Paint & Foundation']
Weaving Beaters	Thread & Yarn Spools	['Watercraft Manifolds', 'Generators', 'Parasols & Rain Umbrellas', 'Communications', 'Trunks', 'Rivets', 'Soups & Broths', 'Tennis Nets', 'Infrared Thermometers', 'Spatulas']
Weaving Beaters	Thread, Yarn & Bobbin Winders	['Life Jacket Accessories', 'Binocular & Monocular Accessories', 'Cables', 'Microphone Stands', 'Wall Plates & Covers', 'Cover Paper', 'Greeting Card Organizers', 'Bath & Body', 'Sport Safety Lights & Reflectors', 'Chainsaws']
Weaving Shuttles	Thread, Yarn & Bobbin Winders	['Riding Pants', 'Wireless Access Points', 'Backpacks', 'Lecterns', 'Bullion', 'Medicine Cabinets', 'Travel Trailers', 'Air Conditioner Filters', 'Dart Backboards', 'Markers']
Weaving Shuttles	Weaving Beaters	['Notebooks & Notepads', 'File Carts', 'Tennis Balls', 'Arugula', 'Stuffed Animals', 'Amaranth', 'Vehicle Door Lock Actuators', 'Trail & Snack Mixes', 'Dried Vegetables', 'Yogurt Makers']
Auto Racing Autographed Paraphernalia	American Football Autographed Paraphernalia	['Portfolios & Padfolios', 'Toilet Brushes & Holders', 'Fireplaces', 'Archery', 'Toners', 'Indoor Games', 'Steamer Baskets', 'Off-Road and All-Terrain Vehicles', 'Flash Memory Cards', 'Twine']
Baseball & Softball Autographed Paraphernalia	American Football Autographed Paraphernalia	['Camera Bags & Cases', 'Spice Organizers', 'Septic Tank & Cesspool Treatments', 'Herbicides', 'Faucet Accessories', 'Measuring Tools & Sensors', 'Marble Track Sets', 'Scanner Accessories', 'Gymnastics Rings', 'Cricket']
Soccer Autographed Paraphernalia	American Football Autographed Paraphernalia	['Accent Tables', 'Ketchup', 'Cake Pans & Molds', 'Soccer Gloves', 'Vegetable Dip', 'Body Weight Scale Accessories', 'Shipping Tags', 'Jigs', 'Electronic Oscillators', 'Hockey Gloves']
Tennis Autographed Sports Paraphernalia	American Football Autographed Paraphernalia	['Foam Roller Accessories', 'Sofa Tables', 'Hair Bun & Volume Shapers', 'Nebulizers', 'Hunting & Wildlife Calls', 'Document Cameras', 'Hair Pins, Claws & Clips', 'Metal Casting Molds', 'Popcorn & French Fry Scoops', 'Beach Mats']
Auto Racing Autographed Paraphernalia	Baseball & Softball Autographed Paraphernalia	['Pool & Spa Filters', 'Polishers & Buffers', 'Pool & Spa Chlorine Generators', 'Grass Edger Attachments', 'Vehicle Parts & Accessories', 'Airsoft Gun Parts & Accessories', 'Swim Belts', 'Costume Capes', 'Camera Digital Backs', 'Hockey Sticks']
Auto Racing Autographed Paraphernalia	Basketball Autographed Paraphernalia	['Heavy Machinery', 'Fencing Gloves & Cuffs', 'Memorial Ceremony Supplies', 'Rain Pants', 'Snowboards', 'Hardware', 'Car Wash Brushes', 'Shower Water Filters', 'Tapioca Pearls', 'Cookie & Brownie Dough']
Tennis Autographed Sports Paraphernalia	Auto Racing Autographed Paraphernalia	['Bicycle Parts', 'Massage Chairs', 'Time & Attendance Clocks', 'Artwork', 'Shoes', 'Satellite Radio Accessories', 'Eye Wash Supplies', 'Air Mattresses', 'Crampons', 'Light Meter Accessories']
Baseball & Softball Autographed Paraphernalia	Basketball Autographed Paraphernalia	['Shampoo & Conditioner Sets', 'Baby & Toddler Car Seat Accessories', 'Potty Training', 'Tennis Balls', 'Kitchen Counter & Beverage Station Organizers', 'Skin Care Rollers', 'Jigsaws', 'Signage', 'Specimen Cups', 'Makeup Tools']
Boxing Autographed Paraphernalia	Baseball & Softball Autographed Paraphernalia	['General Office Supplies', 'Decorative Bells', 'Pretend Shopping & Grocery', 'Facial Pore Strips', 'Foundations & Concealers', 'Laptop Housings & Trim', 'Clocks', 'Decorative Trays', 'Billiard Cue Cases', 'Birdhouses']
Boxing Autographed Paraphernalia	Basketball Autographed Paraphernalia	['Vehicle Transmission Fluid', 'Tool Files', 'Animals & Pet Supplies', 'Decorative Bells', 'Automotive Alarm Systems', 'Vehicle Power Steering Fluid', 'Video Conferencing', 'Umbrella Stands & Racks', 'Network Software', 'Gait Belts']
Basketball Autographed Paraphernalia	Hockey Autographed Paraphernalia	['Motor Vehicle Clutch Alignment & Removal Tools', 'Wine Fridge Accessories', 'Foundations & Concealers', 'Shorts', 'Writing & Drawing Instruments', 'Law Enforcement', 'Soups & Broths', 'Microscope Replacement Bulbs', 'Toys & Games', 'Bar Ice Picks']
